Type,Area,Latitude,Longitude,Coordinates,Price(CZK),Region
2+kk,54,50.067,14.4561,"(50.067, 14.4562)",5490000,Praha 10
4+1,84,50.0497,14.546,"(50.0498, 14.546)",6990000,Praha 15
3+kk,95,50.0564,14.3485,"(50.0564, 14.3486)",13500000,Praha 5
2+1,52,50.0727,14.5018,"(50.0727, 14.5018)",4450000,Praha 10
3+1,107,50.0762,14.4693,"(50.0763, 14.4693)",8600000,Praha 3
2+1,65,50.0649,14.5134,"(50.0649, 14.5135)",6900000,Praha 10
3+kk,97,50.0857,14.4664,"(50.0858, 14.4665)",11290000,Praha 3
2+kk,55,50.0886,14.4893,"(50.0887, 14.4893)",4200000,Praha 3
2+1,46,50.0434,14.4568,"(50.0435, 14.4568)",5110000,Praha 4
4+kk,107,50.1125,14.3893,"(50.1125, 14.3894)",11990000,Praha 6
2+kk,50,50.0718,14.3877,"(50.0718, 14.3877)",4890000,Praha 5
3+kk,92,50.0698,14.3666,"(50.0698, 14.3667)",8190000,Praha 5
1+kk,29,50.0721,14.4418,"(50.0721, 14.4419)",3490000,Praha 2
3+kk,101,50.0953,14.381,"(50.0953, 14.381)",11990000,Praha 6
1+kk,36,50.0924,14.4463,"(50.0924, 14.4463)",5090000,Praha 8
3+1,108,50.0455,14.3328,"(50.0455, 14.3329)",8490000,Praha 13
3+1,114,50.044,14.4554,"(50.0441, 14.4555)",10900000,Praha 4
3+kk,81,50.0907,14.4763,"(50.0907, 14.4764)",9490000,Praha 3
4+kk,91,50.1278,14.4202,"(50.1278, 14.4203)",7350000,Praha 8
3+kk,63,50.0285,14.3667,"(50.0286, 14.3667)",7223995,Praha 5
2+kk,50,50.0285,14.3667,"(50.0286, 14.3667)",5851616,Praha 5
2+kk,48,50.0285,14.3667,"(50.0286, 14.3667)",5961011,Praha 5
3+kk,86,50.029,14.3647,"(50.0291, 14.3648)",8590000,Praha 5
4+kk,364,50.0457,14.3046,"(50.0458, 14.3047)",11581760,Praha 13
4+kk,80,50.0813,14.4583,"(50.0814, 14.4583)",9690000,Praha 3
4+kk,116,50.1034,14.4545,"(50.1034, 14.4546)",15904625,Praha 7
3+1,70,50.048,14.3094,"(50.0481, 14.3094)",5600000,Praha 13
3+kk,67,50.0294,14.6008,"(50.0294, 14.6008)",5600000,Praha 22
3+kk,150,50.0762,14.4591,"(50.0763, 14.4591)",13990000,Praha 3
3+1,106,50.0778,14.4225,"(50.0778, 14.4225)",12990000,Praha 1
2+kk,65,50.0152,14.6336,"(50.0153, 14.6337)",4750000,Kolovraty
1+kk,35,50.0403,14.4389,"(50.0404, 14.4389)",4999000,Praha 4
1+kk,46,50.0901,14.4243,"(50.0901, 14.4243)",7499000,Praha 1
2+1,129,50.0917,14.4213,"(50.0918, 14.4214)",19500000,Praha 1
3+1,124,50.0726,14.4274,"(50.0726, 14.4274)",12490000,Praha 2
3+1,75,50.1396,14.5162,"(50.1396, 14.5162)",4950000,Praha 18
4+kk,139,50.0924,14.4344,"(50.0924, 14.4344)",10990000,Praha 1
2+kk,59,50.0873,14.4199,"(50.0874, 14.4199)",13490000,Praha 1
3+kk,67,50.0095,14.4508,"(50.0096, 14.4509)",4990000,Praha 12
2+1,52,50.0775,14.5012,"(50.0776, 14.5013)",4490000,Praha 10
2+1,76,50.0794,14.4273,"(50.0794, 14.4274)",8710000,Praha 1
2+kk,53,50.0596,14.4356,"(50.0596, 14.4357)",4200000,Praha 4
1+kk,49,50.0862,14.4495,"(50.0862, 14.4495)",4300000,Praha 3
1+kk,34,50.1273,14.423,"(50.1273, 14.423)",3250000,Praha 8
2+kk,64,50.047,14.3026,"(50.0471, 14.3027)",6250000,Praha 13
3+1,73,50.1481,14.5243,"(50.1482, 14.5243)",6300000,Cakovice
2+kk,60,50.0636,14.3894,"(50.0636, 14.3895)",5490000,Praha 5
3+1,106,50.0783,14.4415,"(50.0784, 14.4415)",16900000,Praha 2
3+kk,75,50.1004,14.4281,"(50.1004, 14.4282)",8300000,Praha 7
2+kk,41,50.0468,14.4631,"(50.0469, 14.4631)",3890000,Praha 4
3+1,76,50.1046,14.5806,"(50.1046, 14.5806)",6750000,Praha 14
2+kk,121,50.0861,14.4608,"(50.0862, 14.4608)",7500000,Praha 3
atypicky,165,50.0856,14.4205,"(50.0856, 14.4206)",19000000,Praha 1
3+kk,92,50.0637,14.4442,"(50.0637, 14.4442)",8377500,Praha 4
3+1,112,50.1033,14.475,"(50.1034, 14.475)",8500000,Praha 8
1+kk,43,50.0571,14.4705,"(50.0572, 14.4705)",4199966,Praha 10
1+kk,46,50.0571,14.4705,"(50.0572, 14.4705)",4199270,Praha 10
3+1,113,50.0543,14.3636,"(50.0543, 14.3636)",12430000,Praha 5
3+kk,141,50.0692,14.4005,"(50.0692, 14.4005)",15690000,Praha 5
1+kk,27,50.03,14.5286,"(50.03, 14.5286)",2690000,Praha 11
2+1,64,50.0733,14.3953,"(50.0733, 14.3954)",8288000,Praha 5
2+kk,56,50.0101,14.4644,"(50.0101, 14.4644)",5190000,Libus
3+1,114,50.0785,14.4149,"(50.0785, 14.4149)",13200000,Praha 1
3+1,89,50.0347,14.3852,"(50.0347, 14.3853)",6490000,Praha 5
1+kk,36,50.098,14.3962,"(50.098, 14.3963)",4090000,Praha 6
3+1,72,50.0457,14.4548,"(50.0457, 14.4548)",5890000,Praha 4
1+kk,33,50.0436,14.5512,"(50.0436, 14.5513)",3690000,Praha 15
2+kk,43,50.1273,14.4654,"(50.1273, 14.4655)",4200000,Praha 8
2+kk,53,50.0687,14.401,"(50.0687, 14.401)",4750000,Praha 5
1+kk,36,50.0687,14.401,"(50.0687, 14.401)",3920000,Praha 5
3+kk,63,50.1301,14.4224,"(50.1302, 14.4224)",4590000,Praha 8
3+kk,95,50.0907,14.4288,"(50.0907, 14.4289)",13290000,Praha 1
3+kk,95,50.0835,14.4341,"(50.0835, 14.4341)",13290000,Praha 1
3+1,90,50.0742,14.4958,"(50.0743, 14.4959)",8850000,Praha 10
3+kk,114,50.0801,14.4222,"(50.0802, 14.4222)",14500000,Praha 1
2+kk,81,50.0555,14.4502,"(50.0556, 14.4503)",7890000,Praha 4
3+kk,92,50.0834,14.4648,"(50.0834, 14.4649)",10980000,Praha 3
3+kk,67,50.0891,14.4872,"(50.0892, 14.4872)",4499000,Praha 3
2+kk,48,50.0886,14.4699,"(50.0886, 14.47)",5550000,Praha 3
1+kk,45,50.1105,14.4506,"(50.1105, 14.4506)",4700000,Praha 7
3+kk,84,50.0867,14.496,"(50.0867, 14.4961)",9433640,Praha 10
2+kk,40,50.0803,14.4867,"(50.0804, 14.4868)",4922039,Praha 10
2+1,64,50.0525,14.4284,"(50.0525, 14.4284)",7490000,Praha 4
3+kk,67,50.071,14.4486,"(50.071, 14.4486)",6799000,Praha 10
2+kk,62,50.0816,14.4465,"(50.0817, 14.4466)",11500000,Praha 3
4+kk,118,50.0567,14.3723,"(50.0568, 14.3724)",17990000,Praha 5
4+1,130,50.0802,14.4472,"(50.0802, 14.4473)",16600000,Praha 3
1+kk,47,50.0687,14.4647,"(50.0687, 14.4647)",4400000,Praha 10
2+kk,47,50.0568,14.4415,"(50.0569, 14.4416)",4500000,Praha 4
1+kk,29,50.0122,14.4834,"(50.0122, 14.4835)",3088800,Kunratice
3+1,115,50.0122,14.4834,"(50.0122, 14.4835)",10616800,Kunratice
2+1,65,50.0505,14.542,"(50.0505, 14.5421)",4800000,Praha 15
1+1,32,50.0655,14.4963,"(50.0655, 14.4964)",3600000,Praha 10
1+kk,37,50.0645,14.4524,"(50.0645, 14.4525)",4390000,Praha 10
2+kk,47,50.0695,14.374,"(50.0695, 14.374)",4600000,Praha 5
2+kk,48,50.1053,14.5403,"(50.1053, 14.5403)",5450000,Praha 14
1+1,41,50.1053,14.4768,"(50.1054, 14.4769)",3708000,Praha 8
3+kk,53,50.0897,14.4956,"(50.0898, 14.4956)",4350000,Praha 3
3+1,146,50.0839,14.3779,"(50.084, 14.378)",16700000,Praha 6
3+kk,142,50.0839,14.3779,"(50.084, 14.378)",15500000,Praha 6
4+kk,97,50.0735,14.4161,"(50.0736, 14.4161)",10990000,Praha 2
3+kk,93,50.0417,14.5518,"(50.0418, 14.5519)",6600000,Praha 15
1+kk,38,50.0906,14.4473,"(50.0906, 14.4473)",5798000,Praha 8
4+kk,111,50.029,14.3623,"(50.0291, 14.3624)",11950000,Praha 5
3+1,81,50.1303,14.4328,"(50.1304, 14.4329)",5280000,Praha 8
1+kk,33,50.0429,14.4944,"(50.043, 14.4945)",3450000,Praha 11
3+1,74,50.09,14.348,"(50.09, 14.348)",6990000,Praha 6
2+1,109,50.0779,14.4593,"(50.078, 14.4593)",10450000,Praha 3
3+kk,68,50.129,14.4765,"(50.1291, 14.4765)",6600000,Praha 8
1+kk,25,50.0648,14.516,"(50.0648, 14.516)",2560500,Praha 10
2+kk,59,50.1301,14.4121,"(50.1302, 14.4121)",4350000,Praha 8
3+1,98,50.0685,14.4164,"(50.0686, 14.4165)",8200000,Praha 2
1+kk,51,50.139,14.5193,"(50.1391, 14.5193)",4170000,Praha 18
3+1,93,50.0743,14.4224,"(50.0744, 14.4225)",11750000,Praha 2
1+kk,30,50.1267,14.4104,"(50.1268, 14.4105)",2990000,Praha 8
2+kk,68,50.051,14.3444,"(50.051, 14.3444)",5850000,Praha 13
3+1,78,50.103,14.5828,"(50.1031, 14.5828)",4950000,Praha 14
2+kk,40,50.0803,14.4867,"(50.0804, 14.4868)",5131861,Praha 10
4+kk,83,50.0683,14.4338,"(50.0683, 14.4338)",9500000,Praha 2
2+kk,51,50.0816,14.3095,"(50.0816, 14.3096)",5250000,Praha 6
5+1,227,50.1053,14.3972,"(50.1053, 14.3973)",26700000,Praha 6
2+kk,63,50.0726,14.4601,"(50.0727, 14.4601)",7390000,Praha 10
1+kk,28,50.0727,14.4937,"(50.0727, 14.4938)",4300000,Praha 10
2+1,64,50.014,14.4366,"(50.0141, 14.4366)",4200000,Praha 12
2+kk,64,50.0971,14.3971,"(50.0971, 14.3971)",10000000,Praha 6
3+kk,123,50.0333,14.447,"(50.0333, 14.447)",9790000,Praha 4
atypicky,171,50.1005,14.4312,"(50.1006, 14.4313)",15000000,Praha 7
atypicky,330,50.0712,14.4295,"(50.0713, 14.4296)",27000000,Praha 2
2+kk,63,50.0333,14.447,"(50.0333, 14.447)",5949000,Praha 4
2+kk,55,50.0335,14.4473,"(50.0335, 14.4473)",5199000,Praha 4
2+kk,48,49.9885,14.4113,"(49.9886, 14.4114)",3750000,Praha 12
3+kk,65,50.0795,14.4176,"(50.0795, 14.4177)",8804920,Praha 1
1+1,43,50.077,14.417,"(50.077, 14.417)",4250000,Praha 2
3+kk,90,50.0702,14.3476,"(50.0702, 14.3477)",7999000,Praha 5
1+kk,38,50.1298,14.493,"(50.1298, 14.4931)",4199000,Praha 9
2+kk,50,50.0636,14.4736,"(50.0636, 14.4737)",5000000,Praha 10
1+kk,36,50.1023,14.5615,"(50.1023, 14.5616)",3500000,Praha 14
5+kk,155,50.0867,14.496,"(50.0867, 14.4961)",19845295,Praha 10
2+kk,40,50.0803,14.4867,"(50.0804, 14.4868)",5061766,Praha 10
4+kk,113,50.0803,14.4867,"(50.0804, 14.4868)",12903398,Praha 10
2+kk,78,50.0026,14.4114,"(50.0027, 14.4115)",8890000,Praha 12
1+kk,47,50.0735,14.3938,"(50.0736, 14.3939)",4999500,Praha 5
2+1,67,50.0674,14.4083,"(50.0674, 14.4084)",7208154,Praha 5
2+kk,60,50.0737,14.3941,"(50.0738, 14.3941)",6997000,Praha 5
2+kk,56,50.0674,14.4078,"(50.0674, 14.4079)",6620550,Praha 5
2+kk,60,50.0737,14.3941,"(50.0738, 14.3941)",8970000,Praha 5
1+kk,54,50.0674,14.4078,"(50.0674, 14.4079)",5660300,Praha 5
2+kk,44,50.0737,14.3941,"(50.0738, 14.3941)",4996000,Praha 5
2+kk,40,50.0862,14.3742,"(50.0863, 14.3742)",3990000,Praha 6
1+kk,30,50.075,14.4146,"(50.0751, 14.4147)",4990000,Praha 2
1+kk,35,50.0853,14.3079,"(50.0854, 14.3079)",4174059,Praha 6
1+kk,39,50.029,14.3623,"(50.0291, 14.3624)",1390000,Praha 5
4+kk,75,50.0211,14.4117,"(50.0211, 14.4117)",5699000,Praha 4
2+kk,48,50.049,14.3272,"(50.0491, 14.3273)",3790000,Praha 13
2+kk,71,50.1274,14.4123,"(50.1275, 14.4123)",6999000,Praha 8
1+kk,37,50.1057,14.5656,"(50.1057, 14.5656)",3600000,Praha 14
3+1,157,50.0978,14.4338,"(50.0979, 14.4339)",14499000,Praha 7
2+kk,58,50.1099,14.508,"(50.11, 14.508)",4950000,Praha 9
4+1,122,50.0785,14.423,"(50.0786, 14.423)",15000000,Praha 1
1+1,41,50.0829,14.3792,"(50.0829, 14.3793)",5200000,Praha 6
2+kk,46,50.0312,14.3694,"(50.0312, 14.3694)",4190000,Praha 5
1+kk,23,50.1031,14.519,"(50.1032, 14.519)",2499900,Praha 9
2+kk,40,50.0564,14.5004,"(50.0564, 14.5004)",4590000,Praha 10
2+kk,58,50.0949,14.5089,"(50.095, 14.5089)",7331000,Praha 9
3+kk,76,50.0949,14.5089,"(50.095, 14.5089)",9767000,Praha 9
3+kk,76,50.0949,14.5089,"(50.095, 14.5089)",9265000,Praha 9
2+kk,53,50.0949,14.5089,"(50.095, 14.5089)",7154000,Praha 9
1+kk,35,50.0949,14.5089,"(50.095, 14.5089)",4700000,Praha 9
2+1,65,50.0831,14.3584,"(50.0832, 14.3584)",5750000,Praha 6
4+kk,121,50.07,14.3834,"(50.0701, 14.3835)",7000000,Praha 5
3+kk,127,50.0581,14.4681,"(50.0581, 14.4682)",13950000,Praha 10
3+1,70,50.066,14.5107,"(50.0661, 14.5108)",4950000,Praha 10
4+kk,73,50.0224,14.4426,"(50.0225, 14.4426)",5300000,Praha 4
5+kk,172,50.0881,14.4164,"(50.0882, 14.4165)",33174252,Praha 1
3+kk,72,50.053,14.5064,"(50.053, 14.5064)",6992730,Praha 10
2+kk,63,50.0705,14.3988,"(50.0706, 14.3989)",6999999,Praha 5
2+kk,57,50.1025,14.573,"(50.1026, 14.5731)",5325000,Praha 14
2+kk,60,50.053,14.5064,"(50.053, 14.5064)",6992730,Praha 10
1+kk,31,50.053,14.5064,"(50.053, 14.5064)",3494584,Praha 10
3+1,67,50.0534,14.5047,"(50.0535, 14.5048)",5490000,Praha 10
1+kk,41,50.053,14.5064,"(50.053, 14.5064)",3984300,Praha 10
3+1,73,50.1056,14.5615,"(50.1056, 14.5616)",4950000,Praha 14
4+1,85,50.0218,14.5157,"(50.0219, 14.5158)",6950000,Praha 11
3+kk,88,50.1315,14.5357,"(50.1315, 14.5357)",7490000,Praha 19
6-a-vice,241,50.0735,14.4629,"(50.0735, 14.463)",39890000,Praha 10
2+kk,55,50.0569,14.2814,"(50.057, 14.2815)",5350000,Zlicin
2+kk,44,50.0584,14.3672,"(50.0585, 14.3672)",6790000,Praha 5
2+kk,44,50.0584,14.3672,"(50.0585, 14.3672)",6790000,Praha 5
2+kk,56,50.0584,14.3672,"(50.0585, 14.3672)",7290000,Praha 5
3+1,93,50.1089,14.4459,"(50.109, 14.4459)",8199000,Praha 7
2+kk,54,50.0111,14.5458,"(50.0111, 14.5459)",4950000,Ujezd
2+kk,47,50.1002,14.3623,"(50.1003, 14.3623)",4600000,Praha 6
4+1,240,50.011,14.3824,"(50.0111, 14.3824)",13900000,Velka Chuchle
3+kk,68,50.132,14.3688,"(50.132, 14.3688)",8200000,Suchdol
1+kk,26,50.0784,14.3055,"(50.0784, 14.3055)",3143000,Praha 6
1+kk,24,50.0789,14.4245,"(50.0789, 14.4245)",4690000,Praha 1
3+kk,92,50.1232,14.5756,"(50.1232, 14.5757)",6439770,Satalice
2+kk,47,50.1033,14.4346,"(50.1033, 14.4347)",6900000,Praha 7
3+kk,63,50.1151,14.4713,"(50.1151, 14.4714)",6250000,Praha 8
4+kk,117,50.1042,14.5085,"(50.1043, 14.5086)",11990000,Praha 9
1+kk,44,50.0679,14.5565,"(50.068, 14.5566)",3691215,Dolni Mecholupy
3+1,75,50.1338,14.409,"(50.1339, 14.4091)",5770000,Praha 8
1+kk,39,50.0803,14.4867,"(50.0804, 14.4868)",5035878,Praha 10
1+kk,17,50.0585,14.3781,"(50.0586, 14.3781)",2199000,Praha 5
2+kk,52,50.0464,14.4433,"(50.0464, 14.4434)",4290000,Praha 4
2+1,83,50.0774,14.4703,"(50.0774, 14.4703)",8500000,Praha 3
2+kk,37,50.0691,14.4375,"(50.0692, 14.4376)",4863000,Praha 2
2+kk,70,50.0149,14.5837,"(50.015, 14.5838)",6590000,Praha 22
3+1,78,50.1263,14.5052,"(50.1264, 14.5052)",5800000,Praha 9
4+kk,105,50.0563,14.2821,"(50.0563, 14.2821)",12100000,Zlicin
2+kk,68,50.0334,14.5875,"(50.0335, 14.5876)",6000000,Praha 22
1+kk,36,50.0363,14.3451,"(50.0364, 14.3451)",4190000,Praha 13
4+1,85,50.0993,14.4365,"(50.0993, 14.4365)",9200000,Praha 7
1+1,58,50.1016,14.4304,"(50.1016, 14.4305)",5900000,Praha 7
4+kk,118,50.1103,14.4877,"(50.1103, 14.4878)",11990000,Praha 9
2+kk,45,50.0488,14.5428,"(50.0488, 14.5428)",5500000,Praha 15
1+kk,31,50.0568,14.5069,"(50.0568, 14.507)",3490000,Praha 10
2+kk,108,50.0565,14.5177,"(50.0565, 14.5178)",9600000,Praha 15
3+kk,90,50.0376,14.4399,"(50.0376, 14.44)",7373000,Praha 4
2+kk,60,50.0358,14.4416,"(50.0358, 14.4416)",4847000,Praha 4
3+kk,89,50.1568,14.5158,"(50.1568, 14.5159)",7199990,Cakovice
2+kk,71,50.0357,14.4415,"(50.0358, 14.4416)",5667000,Praha 4
1+kk,27,50.0265,14.4169,"(50.0265, 14.4169)",2999000,Praha 4
1+kk,24,50.0253,14.4393,"(50.0253, 14.4394)",2740000,Praha 4
1+1,36,50.0924,14.4463,"(50.0924, 14.4463)",5090000,Praha 8
3+kk,76,50.0705,14.4737,"(50.0705, 14.4737)",6900000,Praha 10
3+kk,81,50.0415,14.5542,"(50.0415, 14.5543)",7900000,Praha 15
5+kk,138,50.1218,14.4704,"(50.1218, 14.4705)",15600000,Praha 8
2+kk,91,49.9994,14.4081,"(49.9995, 14.4082)",7390000,Praha 12
2+1,57,50.0652,14.3701,"(50.0653, 14.3701)",4950000,Praha 5
5+1,231,50.0895,14.3414,"(50.0895, 14.3415)",18499000,Praha 6
3+kk,70,50.1496,14.5235,"(50.1497, 14.5235)",2299000,Cakovice
2+kk,43,50.0163,14.4035,"(50.0164, 14.4036)",5070000,Praha 12
3+1,126,50.0695,14.4936,"(50.0695, 14.4936)",9400000,Praha 10
2+kk,47,50.1325,14.5513,"(50.1325, 14.5513)",4490000,Praha 19
2+kk,40,50.0248,14.4513,"(50.0249, 14.4514)",3750000,Praha 4
5+kk,139,50.0744,14.4149,"(50.0744, 14.415)",21000000,Praha 2
2+kk,51,50.085,14.4864,"(50.0851, 14.4865)",7000000,Praha 3
4+kk,162,50.0751,14.3607,"(50.0752, 14.3608)",14900000,Praha 5
2+kk,39,50.1056,14.5833,"(50.1057, 14.5834)",3390000,Praha 14
2+1,41,50.0718,14.4551,"(50.0718, 14.4551)",4150000,Praha 10
2+1,51,50.0652,14.5046,"(50.0652, 14.5046)",4120000,Praha 10
4+kk,111,50.0772,14.4258,"(50.0773, 14.4258)",13940000,Praha 2
4+kk,132,50.0893,14.4233,"(50.0894, 14.4234)",18500000,Praha 1
2+kk,65,50.1398,14.4454,"(50.1398, 14.4455)",7100000,Dolni Chabry
1+kk,39,50.1403,14.4485,"(50.1404, 14.4485)",4120000,Dolni Chabry
2+kk,56,50.1403,14.4485,"(50.1404, 14.4485)",6700000,Dolni Chabry
3+kk,68,50.0372,14.5137,"(50.0372, 14.5138)",4890000,Praha 11
1+kk,26,50.0786,14.4253,"(50.0787, 14.4254)",5500000,Praha 1
1+kk,93,50.1166,14.4168,"(50.1166, 14.4169)",6650000,Troja
4+kk,121,50.0855,14.4691,"(50.0856, 14.4692)",17900000,Praha 3
5+1,104,50.0672,14.3663,"(50.0673, 14.3663)",9970000,Praha 5
2+1,53,50.138,14.5084,"(50.138, 14.5085)",4390000,Praha 18
2+kk,45,50.0834,14.449,"(50.0834, 14.4491)",5900000,Praha 3
4+1,123,50.0992,14.4688,"(50.0993, 14.4689)",11750000,Praha 8
2+kk,49,50.0619,14.4037,"(50.0619, 14.4038)",5093235,Praha 5
2+kk,31,50.0619,14.4037,"(50.0619, 14.4038)",3981225,Praha 5
3+1,71,50.0907,14.4911,"(50.0907, 14.4912)",5850000,Praha 3
2+kk,33,50.0619,14.4037,"(50.0619, 14.4038)",4500511,Praha 5
1+kk,29,50.0619,14.4037,"(50.0619, 14.4038)",3884945,Praha 5
2+kk,33,50.0619,14.4037,"(50.0619, 14.4038)",4705298,Praha 5
2+kk,51,50.0834,14.449,"(50.0834, 14.4491)",6412500,Praha 3
3+kk,65,50.0343,14.519,"(50.0343, 14.5191)",5850000,Praha 11
3+kk,80,50.0651,14.4645,"(50.0652, 14.4645)",6950000,Praha 10
3+kk,100,50.0496,14.4551,"(50.0497, 14.4551)",13500000,Praha 4
3+kk,55,50.0907,14.4911,"(50.0907, 14.4912)",5250000,Praha 3
2+kk,50,50.1576,14.5191,"(50.1577, 14.5192)",5990000,Cakovice
2+kk,43,50.0514,14.4237,"(50.0515, 14.4237)",5440000,Praha 4
3+kk,78,50.0333,14.5948,"(50.0333, 14.5948)",5880000,Praha 22
2+kk,47,50.0834,14.449,"(50.0834, 14.4491)",6392800,Praha 3
1+1,36,50.055,14.5135,"(50.0551, 14.5136)",3625000,Praha 10
1+kk,27,50.0726,14.4601,"(50.0727, 14.4601)",3370556,Praha 10
3+1,95,50.0744,14.4458,"(50.0744, 14.4458)",11990000,Praha 2
2+kk,45,49.9895,14.4106,"(49.9896, 14.4107)",4150000,Praha 12
3+1,80,50.0418,14.329,"(50.0419, 14.329)",6630000,Praha 13
3+kk,75,50.1337,14.4395,"(50.1337, 14.4396)",8491200,Praha 8
2+kk,60,50.1337,14.4395,"(50.1337, 14.4396)",6830100,Praha 8
3+kk,70,50.1375,14.5201,"(50.1376, 14.5201)",9750000,Praha 18
1+kk,42,50.1337,14.4395,"(50.1337, 14.4396)",5043300,Praha 8
3+1,102,50.0696,14.4066,"(50.0696, 14.4067)",10000000,Praha 5
2+kk,49,50.1337,14.4395,"(50.1337, 14.4396)",5432700,Praha 8
3+kk,75,50.1337,14.4395,"(50.1337, 14.4396)",8340600,Praha 8
2+kk,59,50.1337,14.4395,"(50.1337, 14.4396)",6358000,Praha 8
1+kk,42,50.1337,14.4395,"(50.1337, 14.4396)",4895000,Praha 8
2+kk,50,50.1337,14.4395,"(50.1337, 14.4396)",5307800,Praha 8
2+kk,51,50.1055,14.4432,"(50.1056, 14.4433)",6100000,Praha 7
1+kk,42,50.0705,14.3774,"(50.0706, 14.3775)",4310000,Praha 5
2+kk,52,50.1055,14.4432,"(50.1056, 14.4433)",6700000,Praha 7
1+kk,29,50.1337,14.4395,"(50.1337, 14.4396)",3583800,Praha 8
3+kk,84,50.1337,14.4395,"(50.1337, 14.4396)",9182700,Praha 8
2+kk,59,50.1337,14.4395,"(50.1337, 14.4396)",6871800,Praha 8
1+kk,42,50.1337,14.4395,"(50.1337, 14.4396)",4897900,Praha 8
2+kk,49,50.1337,14.4395,"(50.1337, 14.4396)",6185400,Praha 8
4+kk,140,50.0559,14.4325,"(50.056, 14.4326)",13900000,Praha 4
4+1,95,49.9661,14.3854,"(49.9662, 14.3855)",5490000,Zbraslav
3+kk,129,50.0801,14.4379,"(50.0801, 14.438)",24000000,Praha 2
3+kk,81,50.0957,14.449,"(50.0957, 14.4491)",11519000,Praha 8
1+kk,28,50.0559,14.5154,"(50.056, 14.5155)",3562872,Praha 15
2+kk,52,50.0768,14.4539,"(50.0769, 14.454)",6490000,Praha 3
3+1,79,50.0326,14.5631,"(50.0326, 14.5632)",5590000,Petrovice
2+1,52,50.0926,14.491,"(50.0927, 14.4911)",4800000,Praha 3
2+kk,45,50.1337,14.4395,"(50.1337, 14.4396)",5884622,Praha 8
4+kk,104,50.1337,14.4395,"(50.1337, 14.4396)",12492548,Praha 8
3+1,115,50.0755,14.4078,"(50.0756, 14.4079)",13500000,Praha 5
3+kk,72,50.1337,14.4395,"(50.1337, 14.4396)",9495000,Praha 8
4+kk,99,50.0678,14.4567,"(50.0679, 14.4567)",16500000,Praha 10
2+kk,44,50.0587,14.4347,"(50.0588, 14.4348)",4890000,Praha 4
2+1,53,50.0795,14.4563,"(50.0795, 14.4563)",6499000,Praha 3
3+1,79,50.0429,14.4944,"(50.043, 14.4945)",7990000,Praha 11
1+kk,52,50.0943,14.4477,"(50.0944, 14.4477)",6000000,Praha 8
3+1,68,50.1054,14.5613,"(50.1055, 14.5613)",5250000,Praha 14
2+kk,56,50.1104,14.5132,"(50.1104, 14.5132)",5270000,Praha 9
5+kk,130,50.1178,14.4735,"(50.1178, 14.4736)",19720000,Praha 8
3+1,72,50.0088,14.4201,"(50.0089, 14.4201)",3650000,Praha 12
5+kk,162,50.0848,14.4693,"(50.0849, 14.4694)",19500000,Praha 3
3+kk,72,50.1337,14.4395,"(50.1337, 14.4396)",9200100,Praha 8
3+kk,68,50.1337,14.4395,"(50.1337, 14.4396)",7305000,Praha 8
4+kk,104,50.1337,14.4395,"(50.1337, 14.4396)",12095048,Praha 8
3+kk,68,50.1337,14.4395,"(50.1337, 14.4396)",7769400,Praha 8
2+kk,45,50.1337,14.4395,"(50.1337, 14.4396)",5770922,Praha 8
2+kk,42,50.0632,14.3107,"(50.0633, 14.3108)",3280000,Praha 17
1+kk,29,50.0945,14.4556,"(50.0946, 14.4557)",3980000,Praha 8
1+kk,34,50.0613,14.4483,"(50.0613, 14.4483)",4136732,Praha 4
3+kk,82,50.073,14.3965,"(50.073, 14.3966)",11025600,Praha 5
2+1,49,50.0857,14.453,"(50.0858, 14.453)",5990000,Praha 3
2+kk,50,50.074,14.3951,"(50.0741, 14.3952)",7950000,Praha 5
1+kk,35,50.0613,14.4483,"(50.0613, 14.4483)",3989205,Praha 4
1+kk,33,50.0613,14.4483,"(50.0613, 14.4483)",4024404,Praha 4
4+kk,106,50.0431,14.5005,"(50.0432, 14.5006)",12331910,Praha 11
2+kk,58,50.127,14.503,"(50.127, 14.5031)",4841000,Praha 18
1+kk,28,50.0431,14.5005,"(50.0432, 14.5006)",3224830,Praha 11
3+kk,72,50.0728,14.5475,"(50.0728, 14.5476)",8690000,Sterboholy
2+kk,46,50.0627,14.4469,"(50.0627, 14.4469)",4190000,Praha 4
2+kk,52,50.0712,14.5022,"(50.0712, 14.5023)",4800000,Praha 10
2+1,54,50.0911,14.477,"(50.0912, 14.477)",4950000,Praha 3
4+kk,121,50.0827,14.4663,"(50.0828, 14.4663)",13200000,Praha 3
2+1,56,50.0546,14.5083,"(50.0547, 14.5084)",4650000,Praha 10
3+kk,65,50.0479,14.522,"(50.0479, 14.5221)",6850000,Praha 15
3+kk,76,50.0431,14.5005,"(50.0432, 14.5006)",7860365,Praha 11
3+kk,62,50.0479,14.522,"(50.0479, 14.5221)",6490000,Praha 15
3+kk,100,50.1013,14.5296,"(50.1014, 14.5297)",10373000,Praha 9
3+kk,73,50.0333,14.5882,"(50.0334, 14.5883)",6395000,Praha 22
2+1,63,50.0703,14.4553,"(50.0704, 14.4553)",5300000,Praha 10
3+1,66,50.0305,14.5102,"(50.0306, 14.5103)",5200000,Praha 11
3+kk,74,50.0814,14.4567,"(50.0815, 14.4567)",6190000,Praha 3
