Title,Type,Area,Latitude,Longitude,Coordinates,Price(CZK)
"Byt 1+1 40 m² k prodeji Roháčova, Praha - Žižkov; 4 290 000 Kč, výtah, cihlová stavba, osobní vlastnictví, v dobrém stavu.",1+1,40,50.0880,14.4598,"(50.088, 14.4598)",4290000
"Byt 4+kk 101 m² k prodeji Nad vodovodem, Praha 10 - Strašnice; 11 754 471 Kč, lodžie, výtah, cihlová stavba, osobní vlastnictví, ve výstavbě.",4+kk,101,50.0808,14.4862,"(50.0809, 14.4863)",11754471
"Byt 2+kk 53 m² k prodeji U Plynárny, Praha 4 - Michle; 5 508 112 Kč, balkón, výtah, cihlová stavba, osobní vlastnictví, v developerské projekty.",2+kk,53,50.0562,14.4648,"(50.0562, 14.4648)",5508112
"Byt 2+kk 56 m² k prodeji U Plynárny, Praha 4 - Michle; 5 862 542 Kč, terasa, výtah, cihlová stavba, osobní vlastnictví, v developerské projekty.",2+kk,56,50.0562,14.4648,"(50.0562, 14.4648)",5862542
"Byt 3+kk 81 m² k prodeji U Plynárny, Praha 4 - Michle; 7 523 323 Kč, balkón, výtah, cihlová stavba, osobní vlastnictví, v developerské projekty.",3+kk,81,50.0562,14.4648,"(50.0562, 14.4648)",7523323
"Byt 3+kk 84 m² k prodeji Velké Kunratické, Praha 4 - Kunratice; 8 295 000 Kč (Včetně provize, realitního a ekonomického servisu.), lodžie, parkovací místo, výtah, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+kk,84,50.0214,14.4665,"(50.0214, 14.4666)",8295000
"Byt 3+1 88 m² k prodeji Ladova, Praha 2 - Nové Město; 9 990 000 Kč, výtah, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+1,88,50.0700,14.4164,"(50.07, 14.4165)",9990000
"Byt 2+1 61 m² k prodeji Bělohorská, Praha 6 - Břevnov; 6 700 000 Kč ( V případě více zájemců může RK využít pro výběr kupujícího formu aukce.), výtah, cihlová stavba, osobní vlastnictví, v dobrém stavu.",2+1,61,50.0841,14.3657,"(50.0842, 14.3658)",6700000
"Byt 1+1 35 m² k prodeji U váhy, Praha 8 - Dolní Chabry; 3 490 000 Kč (včetně poplatků, včetně provize, včetně právního servisu), výtah, bezbariérový, cihlová stavba, osobní vlastnictví, novostavby.",1+1,35,50.1439,14.4503,"(50.1439, 14.4504)",3490000
"Byt 1+kk 66 m² k prodeji V Hůrkách, Praha 5 - Stodůlky; 4 375 678 Kč (konečná cena vč. právního servisu, KN, včetně DPH, včetně provize, včetně právního servisu), parkovací místo, výtah, cihlová stavba, osobní vlastnictví, v developerské projekty.",1+kk,66,50.0485,14.3410,"(50.0485, 14.341)",4375678
"Byt 3+kk 79 m² k prodeji Nad vodovodem, Praha 10 - Strašnice; 9 772 041 Kč, lodžie, výtah, cihlová stavba, osobní vlastnictví, ve výstavbě.",3+kk,79,50.0808,14.4862,"(50.0809, 14.4863)",9772041
"Byt 2+kk 56 m² k prodeji U Plynárny, Praha 4 - Michle; 5 653 201 Kč, lodžie, výtah, cihlová stavba, osobní vlastnictví, v developerské projekty.",2+kk,56,50.0562,14.4648,"(50.0562, 14.4648)",5653201
"Byt 1+kk 37 m² k prodeji U Plynárny, Praha 4 - Michle; 3 897 296 Kč, lodžie, výtah, cihlová stavba, osobní vlastnictví, v developerské projekty.",1+kk,37,50.0562,14.4648,"(50.0562, 14.4648)",3897296
"Byt 4+kk 57 m² k prodeji Za Hládkovem, Praha 6 - Střešovice; 5 299 000 Kč, výtah, cihlová stavba, osobní vlastnictví, v dobrém stavu.",4+kk,57,50.0883,14.3831,"(50.0884, 14.3831)",5299000
"Byt 2+1 53 m² k prodeji José Martího, Praha 6 - Veleslavín; 5 242 000 Kč (včetně provize, včetně právního servisu), cihlová stavba, osobní vlastnictví, před rekonstrucí.",2+1,53,50.0933,14.3368,"(50.0934, 14.3369)",5242000
"Byt 3+1 171 m² k prodeji Žitavského, Praha 5 - Zbraslav; 11 000 000 Kč, lodžie, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+1,171,49.9688,14.3942,"(49.9688, 14.3943)",11000000
"Byt 2+kk 44 m² k prodeji Nepilova, Praha 9 - Vysočany; 4 900 000 Kč, výtah, skeletová stavba, osobní vlastnictví, ve velmi dobrém stavu.",2+kk,44,50.1108,14.4963,"(50.1108, 14.4963)",4900000
"Byt 3+kk 65 m² k prodeji Jordana Jovkova, Praha 4 - Modřany; 5 490 000 Kč (včetně provize a veškerého právního servisu), výtah, panelová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+kk,65,50.0075,14.4208,"(50.0075, 14.4208)",5490000
"Byt 1+kk 41 m² k prodeji Ocelářská, Praha 9 - Libeň; 4 914 226 Kč (cena obsahuje DPH, veškerý právní servis a provizi RK.), terasa, cihlová stavba, osobní vlastnictví, ve výstavbě.",1+kk,41,50.1063,14.4947,"(50.1063, 14.4948)",4914226
"Byt 2+kk 58 m² k prodeji Ocelářská, Praha 9 - Libeň; 6 319 495 Kč (cena obsahuje DPH, veškerý právní servis a provizi RK.), terasa, cihlová stavba, osobní vlastnictví, ve výstavbě.",2+kk,58,50.1063,14.4947,"(50.1063, 14.4948)",6319495
"Byt 2+kk 45 m² k prodeji Voskovcova, Praha 5 - Hlubočepy; 3 600 000 Kč ( + Provize  RK včetně kompletního právního servisu (3% + DPH)), výtah, panelová stavba, družstevní vlastnictví, ve velmi dobrém stavu.",2+kk,45,50.0297,14.3679,"(50.0298, 14.3679)",3600000
"Byt 2+kk 41 m² k prodeji Pertoldova, Praha 4 - Modřany; 4 490 000 Kč, výtah, panelová stavba, osobní vlastnictví, po rekonstrukci.",2+kk,41,50.0006,14.4271,"(50.0007, 14.4272)",4490000
"Byt 3+kk 97 m² k prodeji Kubelíkova, Praha 3 - Žižkov; 11 490 000 Kč (Nový byt v zrekonstruovaném domě včetně sklepní kóje a podílu na zahradě), výtah, cihlová stavba, osobní vlastnictví, novostavby.",3+kk,97,50.0825,14.4528,"(50.0825, 14.4529)",11490000
"Byt 3+kk 116 m² k prodeji Na Věnečku, Praha 5 - Smíchov; 15 500 000 Kč, terasa, parkovací místo, garáž, výtah, smíšená stavba, osobní vlastnictví, novostavby.",3+kk,116,50.0699,14.3910,"(50.0699, 14.3911)",15500000
"Byt 1+kk 31 m² k prodeji Černodolská, Praha 9 - Dolní Počernice; 3 046 084 Kč (Včetně provize), cihlová stavba, osobní vlastnictví, novostavby.",1+kk,31,50.0833,14.5758,"(50.0834, 14.5759)",3046084
"Byt 1+kk 43 m² k prodeji Husitská, Praha 3 - Žižkov; 5 299 000 Kč (+ 3% provize RK +DPH, včetně kompletního právního servisu), garáž, výtah, smíšená stavba, osobní vlastnictví, ve velmi dobrém stavu.",1+kk,43,50.0875,14.4520,"(50.0875, 14.4521)",5299000
"Byt 2+1 86 m² k prodeji Vršovické náměstí, Praha 10 - Vršovice; 8 290 000 Kč (včetně provize, právního servisu a advokátní úschovy), cihlová stavba, osobní vlastnictví, po rekonstrukci.",2+1,86,50.0692,14.4529,"(50.0693, 14.453)",8290000
"Byt 4+kk 107 m² k prodeji Makedonská, Praha 9 - Střížkov; 10 490 000 Kč (+ 4692 Kč poplatky, + 800 Kč elektřina), balkón, parkovací místo, garáž, výtah, bezbariérový, smíšená stavba, osobní vlastnictví, novostavby.",4+kk,107,50.1304,14.4912,"(50.1305, 14.4913)",10490000
"Byt 3+1 107 m² k prodeji U lužického semináře, Praha 1 - Malá Strana; 21 980 000 Kč, lodžie, cihlová stavba, osobní vlastnictví, v dobrém stavu.",3+1,107,50.0883,14.4093,"(50.0884, 14.4094)",21980000
"Byt 3+kk 99 m² k prodeji Benediktská, Praha 1 - Staré Město; 16 500 000 Kč (+ provize RK, včetně právního servisu), výtah, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+kk,99,50.0899,14.4270,"(50.0899, 14.427)",16500000
"Byt 1+kk 37 m² k prodeji U Plynárny, Praha 4 - Michle; 4 058 153 Kč, terasa, výtah, cihlová stavba, osobní vlastnictví, v developerské projekty.",1+kk,37,50.0562,14.4648,"(50.0562, 14.4648)",4058153
"Byt 2+kk 56 m² k prodeji U Plynárny, Praha 4 - Michle; 5 909 353 Kč, balkón, výtah, cihlová stavba, osobní vlastnictví, v developerské projekty.",2+kk,56,50.0562,14.4648,"(50.0562, 14.4648)",5909353
"Byt 2+kk 58 m² k prodeji Ocelářská, Praha 9 - Libeň; 6 270 124 Kč (cena obsahuje DPH, veškerý právní servis a provizi RK.), terasa, cihlová stavba, osobní vlastnictví, ve výstavbě.",2+kk,58,50.1063,14.4947,"(50.1063, 14.4948)",6270124
"Byt 2+kk 58 m² k prodeji Ocelářská, Praha 9 - Libeň; 6 111 825 Kč (cena obsahuje DPH, veškerý právní servis a provizi RK.), terasa, cihlová stavba, osobní vlastnictví, ve výstavbě.",2+kk,58,50.1063,14.4947,"(50.1063, 14.4948)",6111825
"Byt 2+1 52 m² k prodeji Evropská, Praha 6 - Vokovice; 4 850 000 Kč, lodžie, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",2+1,52,50.0975,14.3579,"(50.0976, 14.3579)",4850000
"Byt 3+kk 89 m² k prodeji Rorýsová, Praha 4 - Modřany; 9 990 000 Kč (možnost financování hypotékou), balkón, garáž, výtah, nízkoenergetický, cihlová stavba, osobní vlastnictví, novostavby.",3+kk,89,49.9987,14.4083,"(49.9987, 14.4084)",9990000
"Byt 2+kk 60 m² k prodeji Tyršova, Praha 2 - Nové Město; 8 350 000 Kč, výtah, bezbariérový, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",2+kk,60,50.0730,14.4311,"(50.073, 14.4311)",8350000
"Byt 3+kk 92 m² k prodeji U Mlýnského kanálu, Praha 8 - Karlín; 12 360 000 Kč, balkón, terasa, výtah, bezbariérový, cihlová stavba, osobní vlastnictví, novostavby.",3+kk,92,50.0955,14.4512,"(50.0956, 14.4512)",12360000
"Byt 2+kk 63 m² k prodeji Za Karlínským přístavem, Praha 8 - Karlín; 7 500 000 Kč, balkón, výtah, bezbariérový, cihlová stavba, osobní vlastnictví, novostavby.",2+kk,63,50.0963,14.4514,"(50.0963, 14.4515)",7500000
"Byt 2+1 47 m² k prodeji Ke Kateřinkám, Praha 4 - Chodov; 4 090 000 Kč, lodžie, výtah, panelová stavba, osobní vlastnictví, po rekonstrukci.",2+1,47,50.0242,14.5151,"(50.0243, 14.5151)",4090000
"Byt 3+1 73 m² k prodeji Pomořanská, Praha 8 - Troja; 5 299 000 Kč (včetně provize, včetně právního servisu), lodžie, výtah, panelová stavba, osobní vlastnictví, po rekonstrukci.",3+1,73,50.1256,14.4118,"(50.1257, 14.4118)",5299000
"Byt 2+kk 68 m² k prodeji Melodická, Praha 5 - Stodůlky; 4 950 000 Kč, lodžie, garáž, výtah, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",2+kk,68,50.0517,14.3306,"(50.0517, 14.3306)",4950000
"Byt 4+kk 94 m² k prodeji Wassermannova, Praha 5 - Hlubočepy; 8 972 898 Kč (včetně DPH), lodžie, bezbariérový, smíšená stavba, osobní vlastnictví, ve výstavbě.",4+kk,94,50.0276,14.3660,"(50.0276, 14.3661)",8972898
"Byt 3+kk 75 m² k prodeji Wassermannova, Praha 5 - Hlubočepy; 7 821 871 Kč (včetně DPH), balkón, bezbariérový, smíšená stavba, osobní vlastnictví, ve výstavbě.",3+kk,75,50.0276,14.3660,"(50.0276, 14.3661)",7821871
"Byt 5+kk 122 m² k prodeji Wassermannova, Praha 5 - Hlubočepy; 13 253 047 Kč (včetně DPH), terasa, bezbariérový, smíšená stavba, osobní vlastnictví, ve výstavbě.",5+kk,122,50.0276,14.3660,"(50.0276, 14.3661)",13253047
"Byt 4+kk 134 m² k prodeji Na Petynce, Praha 6 - Břevnov; 11 992 000 Kč, balkón, cihlová stavba, osobní vlastnictví, po rekonstrukci.",4+kk,134,50.0881,14.3689,"(50.0881, 14.369)",11992000
"Byt 2+kk 53 m² k prodeji U Pernštejnských, Praha 4 - Nusle; 4 450 000 Kč (Majitel si vyhrazuje právo prodat nejvyšší nabídce.), výtah, cihlová stavba, osobní vlastnictví, v dobrém stavu.",2+kk,53,50.0631,14.4470,"(50.0631, 14.447)",4450000
"Byt 2+kk 53 m² k prodeji Přípotoční, Praha 10 - Vršovice; 5 990 000 Kč (+ provize RK), výtah, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",2+kk,53,50.0647,14.4562,"(50.0647, 14.4562)",5990000
"Byt 3+kk 84 m² k prodeji Mandlové, Praha; 2 690 000 Kč (Anuita 5 977 000,-Kč, výše měsíční splátky je 27 500,- Kč po dobu 25 let.), terasa, garáž, výtah, bezbariérový, smíšená stavba, družstevní vlastnictví, novostavby.",3+kk,84,50.0297,14.3624,"(50.0297, 14.3625)",2690000
"Byt 2+kk 54 m² k prodeji Praha; 5 643 495 Kč, lodžie, cihlová stavba, osobní vlastnictví, ve výstavbě.",2+kk,54,50.0835,14.4341,"(50.0835, 14.4341)",5643495
"Byt 4+kk 171 m² k prodeji V Třešňovce, Praha 9 - Hrdlořezy; 17 950 000 Kč, terasa, parkovací místo, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",4+kk,171,50.0942,14.4998,"(50.0942, 14.4999)",17950000
"Byt 3+kk 108 m² k prodeji Hornoměcholupská, Praha 10 - Horní Měcholupy; 8 979 000 Kč, balkón, lodžie, garáž, výtah, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+kk,108,50.0414,14.5677,"(50.0414, 14.5678)",8979000
"Byt 2+1 80 m² k prodeji Opletalova, Praha 1 - Nové Město; 12 500 000 Kč (cena vč provize a právního servisu.), výtah, cihlová stavba, osobní vlastnictví, po rekonstrukci.",2+1,80,50.0823,14.4315,"(50.0824, 14.4315)",12500000
"Byt 3+kk 75 m² k prodeji Polaneckého, Praha 9 - Kbely; 6 500 000 Kč, balkón, výtah, smíšená stavba, osobní vlastnictví, v developerské projekty.",3+kk,75,50.1321,14.5368,"(50.1321, 14.5368)",6500000
"Byt 4+kk 109 m² k prodeji Nad vodovodem, Praha 10 - Strašnice; 11 757 681 Kč, lodžie, výtah, cihlová stavba, osobní vlastnictví, ve výstavbě.",4+kk,109,50.0808,14.4862,"(50.0809, 14.4863)",11757681
"Byt 2+kk 56 m² k prodeji U Plynárny, Praha 4 - Michle; 5 474 259 Kč, lodžie, výtah, cihlová stavba, osobní vlastnictví, v developerské projekty.",2+kk,56,50.0562,14.4648,"(50.0562, 14.4648)",5474259
"Byt 1+kk 37 m² k prodeji U Plynárny, Praha 4 - Michle; 3 884 706 Kč, lodžie, výtah, cihlová stavba, osobní vlastnictví, v developerské projekty.",1+kk,37,50.0562,14.4648,"(50.0562, 14.4648)",3884706
"Byt 1+kk 41 m² k prodeji U Plynárny, Praha 4 - Michle; 4 145 606 Kč, výtah, cihlová stavba, osobní vlastnictví, v developerské projekty.",1+kk,41,50.0562,14.4648,"(50.0562, 14.4648)",4145606
"Byt 5+kk 116 m² k prodeji Nad vodovodem, Praha 10 - Strašnice; 15 488 613 Kč, terasa, výtah, cihlová stavba, osobní vlastnictví, ve výstavbě.",5+kk,116,50.0808,14.4862,"(50.0809, 14.4863)",15488613
"Byt 3+kk 72 m² k prodeji Radlická, Praha 5 - Smíchov; 6 480 000 Kč (včetně provize a právního servisu (cena odpovídá 90000,- Kč za m2)), cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+kk,72,50.0612,14.3997,"(50.0613, 14.3998)",6480000
"Byt 4+kk 150 m² k prodeji Tůmova, Praha 5 - Košíře; 18 500 000 Kč, balkón, terasa, parkovací místo, garáž, výtah, bezbariérový, skeletová stavba, osobní vlastnictví, novostavby.",4+kk,150,50.0679,14.3705,"(50.0679, 14.3705)",18500000
"Byt 3+kk 90 m² k prodeji Fikerova, Praha 4 - Modřany; 8 950 000 Kč, balkón, garáž, výtah, cihlová stavba, osobní vlastnictví, novostavby.",3+kk,90,49.9988,14.4103,"(49.9989, 14.4104)",8950000
"Byt 3+kk 81 m² k prodeji U Plynárny, Praha 4 - Michle; 7 025 425 Kč, balkón, výtah, cihlová stavba, osobní vlastnictví, v developerské projekty.",3+kk,81,50.0562,14.4648,"(50.0562, 14.4648)",7025425
"Byt 4+kk 97 m² k prodeji Podbělohorská, Praha 5 - Smíchov; 15 311 365 Kč, balkón, výtah, cihlová stavba, osobní vlastnictví, v developerské projekty.",4+kk,97,50.0757,14.3687,"(50.0758, 14.3687)",15311365
"Byt 2+kk 54 m² k prodeji U Plynárny, Praha 4 - Michle; 5 240 096 Kč, balkón, výtah, cihlová stavba, osobní vlastnictví, v developerské projekty.",2+kk,54,50.0562,14.4648,"(50.0562, 14.4648)",5240096
"Byt 4+kk 148 m² k prodeji Vršovická, Praha 10 - Vršovice; 16 490 000 Kč, terasa, parkovací místo, garáž, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",4+kk,148,50.0664,14.4558,"(50.0664, 14.4558)",16490000
"Byt 2+1 56 m² k prodeji Chlumčanského, Praha 8 - Libeň; 5 300 000 Kč (včetně odměny RK, právních služeb a vyřízení hypotečního úvěru), výtah, cihlová stavba, osobní vlastnictví, v dobrém stavu.",2+1,56,50.1149,14.4682,"(50.115, 14.4683)",5300000
"Byt 2+kk 58 m² k prodeji Nad úžlabinou, Praha 10 - Malešice; 8 990 000 Kč (včetně provize, včetně právního servisu), terasa, garáž, smíšená stavba, osobní vlastnictví, novostavby.",2+kk,58,50.0806,14.4964,"(50.0806, 14.4965)",8990000
"Byt 3+kk 54 m² k prodeji Přistoupimská, Praha 10 - Malešice; 5 300 000 Kč (Včetně veškerých poplatků), výtah, panelová stavba, osobní vlastnictví, po rekonstrukci.",3+kk,54,50.0813,14.5028,"(50.0813, 14.5029)",5300000
"Byt 2+kk 64 m² k prodeji Újezd, Praha 5 - Malá Strana; 8 950 000 Kč, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",2+kk,64,50.0817,14.4045,"(50.0818, 14.4045)",8950000
"Byt 3+kk 79 m² k prodeji Švehlova, Praha 10 - Záběhlice; 7 618 750 Kč (Cena zahrnuje DPH a přiřazené příslušenství (sklep, parkovací stání...), včetně DPH), balkón, parkovací místo, garáž, výtah, cihlová stavba, osobní vlastnictví, ve výstavbě.",3+kk,79,50.0558,14.5154,"(50.0559, 14.5154)",7618750
"Byt 3+kk 57 m² k prodeji Počernická, Praha 10 - Malešice; 5 590 000 Kč (včetně poplatků RK), balkón, výtah, panelová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+kk,57,50.0820,14.5037,"(50.0821, 14.5037)",5590000
"Byt 3+kk 76 m² k prodeji Jugoslávských partyzánů, Praha 6 - Bubeneč; 9 580 000 Kč (cena je vč. provize, náklady na byt: 2600,- Kč/měsíc), lodžie, výtah, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+kk,76,50.1036,14.3953,"(50.1036, 14.3954)",9580000
"Byt 2+1 60 m² k prodeji Dlouhá, Praha 1 - Staré Město; 9 930 000 Kč, balkón, výtah, smíšená stavba, osobní vlastnictví, ve velmi dobrém stavu.",2+1,60,50.0901,14.4243,"(50.0901, 14.4243)",9930000
"Byt 3+kk 62 m² k prodeji Jílovská, Praha 4 - Braník; 6 200 000 Kč, balkón, výtah, bezbariérový, panelová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+kk,62,50.0239,14.4295,"(50.024, 14.4295)",6200000
"Byt 2+kk 53 m² k prodeji Kolbenova, Praha; 5 828 180 Kč (včetně DPH), balkón, smíšená stavba, osobní vlastnictví, ve výstavbě.",2+kk,53,50.1106,14.5174,"(50.1106, 14.5175)",5828180
"Byt 3+kk 70 m² k prodeji Kolbenova, Praha; 7 573 967 Kč (včetně DPH), balkón, smíšená stavba, osobní vlastnictví, ve výstavbě.",3+kk,70,50.1106,14.5174,"(50.1106, 14.5175)",7573967
"Byt 2+kk 54 m² k prodeji Kolbenova, Praha; 5 828 180 Kč (včetně DPH), balkón, smíšená stavba, osobní vlastnictví, ve výstavbě.",2+kk,54,50.1106,14.5174,"(50.1106, 14.5175)",5828180
"Byt 2+kk 48 m² k prodeji Kolbenova, Praha; 5 357 037 Kč (včetně DPH), balkón, smíšená stavba, osobní vlastnictví, ve výstavbě.",2+kk,48,50.1106,14.5174,"(50.1106, 14.5175)",5357037
"Byt 4+kk 97 m² k prodeji Kolbenova, Praha; 11 814 492 Kč (včetně DPH), terasa, smíšená stavba, osobní vlastnictví, ve výstavbě.",4+kk,97,50.1106,14.5174,"(50.1106, 14.5175)",11814492
"Byt 2+1 53 m² k prodeji Svitavská, Praha 9 - Čakovice; 4 250 000 Kč, cihlová stavba, osobní vlastnictví, po rekonstrukci.",2+1,53,50.1487,14.5293,"(50.1488, 14.5293)",4250000
"Byt 2+1 76 m² k prodeji U obecního dvora, Praha 1 - Staré Město; 10 498 000 Kč (10498000), cihlová stavba, osobní vlastnictví, po rekonstrukci.",2+1,76,50.0912,14.4231,"(50.0913, 14.4232)",10498000
"Byt 2+1 84 m² k prodeji Zelenky-Hajského, Praha 3 - Žižkov; 7 380 000 Kč, lodžie, výtah, cihlová stavba, osobní vlastnictví, v dobrém stavu.",2+1,84,50.0885,14.4674,"(50.0885, 14.4675)",7380000
"Byt 2+kk 54 m² k prodeji Šífařská, Praha - Hodkovičky; 4 790 000 Kč (+ provize), lodžie, výtah, cihlová stavba, osobní vlastnictví, ve výstavbě.",2+kk,54,50.0208,14.4030,"(50.0208, 14.4031)",4790000
"Byt 2+kk 46 m² k prodeji Holandská, Praha 10 - Vršovice; 7 490 000 Kč, terasa, přízemní, cihlová stavba, osobní vlastnictví, po rekonstrukci.",2+kk,46,50.0697,14.4555,"(50.0698, 14.4556)",7490000
"Byt 3+1 85 m² k prodeji Dělnická, Praha 7 - Holešovice; 8 090 000 Kč (Včetně odměny RK a právních služeb), balkón, výtah, cihlová stavba, osobní vlastnictví, v dobrém stavu.",3+1,85,50.1033,14.4476,"(50.1033, 14.4477)",8090000
"Byt 2+kk 45 m² k prodeji Werichova, Praha - Hlubočepy; 4 190 000 Kč (+ provize 50 000,- Kč ), panelová stavba, družstevní vlastnictví, ve velmi dobrém stavu.",2+kk,45,50.0311,14.3681,"(50.0311, 14.3682)",4190000
"Byt 3+kk 86 m² k prodeji Hrdlořezská, Praha 9 - Hrdlořezy; 7 950 000 Kč, výtah, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+kk,86,50.0936,14.5095,"(50.0937, 14.5096)",7950000
"Byt 3+1 81 m² k prodeji Kurzova, Praha 5 - Stodůlky; 3 750 000 Kč (včetně provize), balkón, parkovací místo, výtah, panelová stavba, družstevní vlastnictví, v dobrém stavu.",3+1,81,50.0373,14.3402,"(50.0374, 14.3403)",3750000
"Byt 5+1 95 m² k prodeji K Horoměřicům, Praha 6 - Suchdol; 8 650 000 Kč, lodžie, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",5+1,95,50.1320,14.3696,"(50.132, 14.3696)",8650000
"Byt 2+kk 43 m² k prodeji Wassermannova, Praha - Hlubočepy; 4 789 705 Kč (včetně DPH), bezbariérový, nízkoenergetický, smíšená stavba, osobní vlastnictví, ve výstavbě.",2+kk,43,50.0285,14.3667,"(50.0286, 14.3667)",4789705
"Byt 2+kk 56 m² k prodeji U Plynárny, Praha 4 - Michle; 5 819 592 Kč, lodžie, výtah, cihlová stavba, osobní vlastnictví, v developerské projekty.",2+kk,56,50.0562,14.4648,"(50.0562, 14.4648)",5819592
"Byt 1+kk 36 m² k prodeji U Plynárny, Praha 4 - Michle; 4 391 942 Kč, terasa, výtah, cihlová stavba, osobní vlastnictví, v developerské projekty.",1+kk,36,50.0562,14.4648,"(50.0562, 14.4648)",4391942
"Byt 3+kk 96 m² k prodeji Smrčkova, Praha 8 - Libeň; 13 990 000 Kč, balkón, parkovací místo, garáž, smíšená stavba, osobní vlastnictví, novostavby.",3+kk,96,50.1049,14.4693,"(50.1049, 14.4693)",13990000
"Byt 1+kk 29 m² k prodeji Jičínská, Praha 3 - Vinohrady; 3 400 000 Kč (provize 4%), cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",1+kk,29,50.0774,14.4608,"(50.0774, 14.4609)",3400000
"Byt 2+kk 116 m² k prodeji Nad Rokoskou, Praha 8 - Libeň; 9 720 000 Kč, terasa, smíšená stavba, osobní vlastnictví, novostavby.",2+kk,116,50.1174,14.4479,"(50.1174, 14.4479)",9720000
"Byt 4+kk 139 m² k prodeji Nad Rokoskou, Praha 8 - Libeň; 14 990 000 Kč, terasa, smíšená stavba, osobní vlastnictví, novostavby.",4+kk,139,50.1174,14.4479,"(50.1174, 14.4479)",14990000
"Byt 1+kk 68 m² k prodeji Nad Rokoskou, Praha - Libeň; 6 990 000 Kč, terasa, smíšená stavba, osobní vlastnictví, novostavby.",1+kk,68,50.1189,14.4540,"(50.119, 14.4541)",6990000
"Byt 3+kk 94 m² k prodeji Nad Rokoskou, Praha 8 - Libeň; 10 850 000 Kč, smíšená stavba, osobní vlastnictví, novostavby.",3+kk,94,50.1174,14.4479,"(50.1174, 14.4479)",10850000
"Byt 1+kk 40 m² k prodeji Paříkova, Praha 9 - Vysočany; 4 480 000 Kč (+ provize RK, právní servis zajištěn), terasa, výtah, cihlová stavba, osobní vlastnictví, novostavby.",1+kk,40,50.1108,14.4979,"(50.1109, 14.498)",4480000
"Byt 4+1 94 m² k prodeji Za návsí, Praha 10 - Záběhlice; 6 690 000 Kč, lodžie, garáž, výtah, panelová stavba, družstevní vlastnictví, po rekonstrukci.",4+1,94,50.0547,14.4894,"(50.0547, 14.4895)",6690000
"Byt 4+1 96 m² k prodeji Španielova, Praha 6 - Řepy; 3 600 000 Kč, lodžie, výtah, panelová stavba, družstevní vlastnictví, v dobrém stavu.",4+1,96,50.0688,14.3046,"(50.0689, 14.3047)",3600000
"Byt 1+kk 36 m² k prodeji Střížkovská, Praha 8 - Střížkov; 3 653 100 Kč, výtah, bezbariérový, smíšená stavba, osobní vlastnictví, novostavby.",1+kk,36,50.1237,14.4835,"(50.1237, 14.4835)",3653100
"Byt 3+1 70 m² k prodeji Molákova, Praha 8 - Karlín; 7 845 000 Kč (cena za nemovitost + provize RK 4% z kupní ceny), výtah, panelová stavba, osobní vlastnictví, před rekonstrucí.",3+1,70,50.0948,14.4639,"(50.0949, 14.4639)",7845000
"Byt 2+kk 95 m² k prodeji Roháčova, Praha - Žižkov; 5 750 000 Kč (+ provize RK), cihlová stavba, družstevní vlastnictví, ve velmi dobrém stavu.",2+kk,95,50.0880,14.4598,"(50.088, 14.4598)",5750000
"Byt 4+kk 125 m² k prodeji Erbenova, Praha - Praha 5; 13 650 000 Kč (Neplatíte provizi.), terasa, výtah, cihlová stavba, osobní vlastnictví, novostavby.",4+kk,125,50.0720,14.3895,"(50.072, 14.3895)",13650000
"Byt 2+1 56 m² k prodeji Erbenova, Praha - Praha 5; 5 150 000 Kč (Neplatíte provizi.), výtah, cihlová stavba, osobní vlastnictví, novostavby.",2+1,56,50.0720,14.3895,"(50.072, 14.3895)",5150000
"Byt 3+kk 86 m² k prodeji Podbělohorská, Praha 5 - Smíchov; 12 161 012 Kč, balkón, výtah, cihlová stavba, osobní vlastnictví, v developerské projekty.",3+kk,86,50.0757,14.3687,"(50.0758, 14.3687)",12161012
"Byt 4+kk 155 m² k prodeji Nové náměstí, Praha 10 - Uhříněves; 9 500 000 Kč (+ poplatky 6400,- Kč měsíčně + zálohy na elektřinu 1200,-kč), cihlová stavba, osobní vlastnictví, novostavby.",4+kk,155,50.0311,14.5982,"(50.0311, 14.5982)",9500000
