Title,Type,Area,Latitude,Longitude,Coordinates,Price(CZK)
"Byt 2+kk 47 m² k prodeji Evropská, Praha 6 - Veleslavín; 4 900 000 Kč (Cena včetně provize a právního servisu.), parkovací místo, cihlová stavba, osobní vlastnictví, po rekonstrukci.",2+kk,47,50.0926,14.3290,"(50.0926, 14.3291)",4900000
"Byt 3+kk 67 m² k prodeji Nad Bořislavkou, Praha 6 - Vokovice; 7 500 000 Kč (Cena včetně provize RK.), garáž, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+kk,67,50.0959,14.3676,"(50.0959, 14.3677)",7500000
"Byt 3+kk 64 m² k prodeji Jažlovická, Praha 4 - Chodov; 6 390 000 Kč (Cena včetně provize RK a kompletního právního servisu, cena k jednání), lodžie, parkovací místo, výtah, panelová stavba, osobní vlastnictví, po rekonstrukci.",3+kk,64,50.0251,14.5251,"(50.0251, 14.5251)",6390000
"Byt 3+kk 100 m² k prodeji Jankovcova, Praha 7 - Holešovice; 11 990 000 Kč, terasa, parkovací místo, výtah, bezbariérový, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+kk,100,50.1056,14.4562,"(50.1056, 14.4563)",11990000
"Byt 3+kk 88 m² k prodeji Křižíkova, Praha 8 - Karlín; 10 950 000 Kč, výtah, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+kk,88,50.0927,14.4512,"(50.0927, 14.4513)",10950000
"Byt 1+kk 34 m² k prodeji Křivenická, Praha 8 - Čimice; 2 990 000 Kč, výtah, panelová stavba, družstevní vlastnictví, ve velmi dobrém stavu.",1+kk,34,50.1420,14.4311,"(50.1421, 14.4311)",2990000
"Byt 2+1 66 m² k prodeji Praha 9 - Libeň; 5 550 000 Kč, cihlová stavba, osobní vlastnictví, v dobrém stavu.",2+1,66,50.1060,14.4766,"(50.1061, 14.4767)",5550000
"Byt 2+1 70 m² k prodeji Budečská, Praha 2 - Vinohrady; 8 900 000 Kč (včetně právního servisu a provize RK), parkovací místo, garáž, bezbariérový, cihlová stavba, osobní vlastnictví, před rekonstrucí.",2+1,70,50.0738,14.4421,"(50.0739, 14.4422)",8900000
"Byt 3+1 94 m² k prodeji Budečská, Praha 2 - Vinohrady; 11 490 000 Kč, balkón, cihlová stavba, osobní vlastnictví, před rekonstrucí.",3+1,94,50.0738,14.4421,"(50.0739, 14.4422)",11490000
"Byt 1+kk 33 m² k prodeji Drnovská, Praha 6 - Ruzyně; 3 600 000 Kč (+ provize RK ), cihlová stavba, osobní vlastnictví, po rekonstrukci.",1+kk,33,50.0824,14.3103,"(50.0824, 14.3103)",3600000
"Byt 1+kk 25 m² k prodeji Perucká, Praha 2 - Vinohrady; 3 328 000 Kč (U této jednotky je možnost odpočtu 21 % DPH. Prodává přímý majitel, neplatíte provizi! Možnost dokoupit parkovací stání a část pochozí střechy!! S ohl), parkovací místo, panelová stavba, osobní vlastnictví, po rekonstrukci.",1+kk,25,50.0691,14.4375,"(50.0692, 14.4376)",3328000
"Byt 2+kk 45 m² k prodeji Nemocniční, Praha 9 - Vysočany; 4 350 000 Kč ( V případě více zájemců může RK využít pro výběr kupujícího formu aukce.), cihlová stavba, osobní vlastnictví, v dobrém stavu.",2+kk,45,50.1095,14.5067,"(50.1095, 14.5067)",4350000
"Byt 4+1 116 m² k prodeji Praha 9 - Vysočany; 7 950 000 Kč, výtah, cihlová stavba, osobní vlastnictví, v dobrém stavu.",4+1,116,50.1099,14.4998,"(50.1099, 14.4998)",7950000
"Byt 3+kk 56 m² k prodeji Bělčická, Praha 4 - Záběhlice; 4 690 000 Kč, výtah, cihlová stavba, osobní vlastnictví, před rekonstrucí.",3+kk,56,50.0465,14.4884,"(50.0465, 14.4884)",4690000
"Byt 2+kk 50 m² k prodeji Na Folimance, Praha 2 - Vinohrady; 5 990 000 Kč (včetně provize pro RK), cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",2+kk,50,50.0660,14.4341,"(50.0661, 14.4341)",5990000
"Byt 3+kk 76 m² k prodeji Pod Areálem, Praha 10 - Štěrboholy; 7 120 010 Kč, balkón, parkovací místo, garáž, výtah, bezbariérový, skeletová stavba, osobní vlastnictví, novostavby.",3+kk,76,50.0688,14.5510,"(50.0688, 14.551)",7120010
"Byt 3+kk 68 m² k prodeji Novovysočanská, Praha 9 - Libeň; 10 999 999 Kč, parkovací místo, výtah, cihlová stavba, družstevní vlastnictví, ve velmi dobrém stavu.",3+kk,68,50.0986,14.4818,"(50.0986, 14.4818)",10999999
"Byt 3+1 63 m² k prodeji Lohniského, Praha 5 - Hlubočepy; 5 950 000 Kč (cena je včetně provize a služeb RK), lodžie, výtah, panelová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+1,63,50.0374,14.3765,"(50.0374, 14.3765)",5950000
"Byt 4+kk 125 m² k prodeji Mezi Vodami, Praha 4 - Modřany; 11 674 317 Kč (Stačí Vám 15% z ceny.), balkón, garáž, výtah, cihlová stavba, osobní vlastnictví, ve výstavbě.",4+kk,125,50.0148,14.4008,"(50.0149, 14.4008)",11674317
"Byt 3+1 96 m² k prodeji Bělohorská, Praha 6 - Břevnov; 9 530 000 Kč (vč. provize RK), balkón, výtah, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+1,96,50.0840,14.3710,"(50.0841, 14.371)",9530000
"Byt 3+kk 79 m² k prodeji Charkovská, Praha 10 - Vršovice; 11 990 000 Kč, parkovací místo, výtah, smíšená stavba, osobní vlastnictví, novostavby.",3+kk,79,50.0702,14.4485,"(50.0703, 14.4486)",11990000
"Byt 1+kk 39 m² k prodeji Mezi Vodami, Praha 4 - Modřany; 4 091 355 Kč (Stačí Vám 15% z ceny.), balkón, garáž, výtah, cihlová stavba, osobní vlastnictví, novostavby.",1+kk,39,50.0148,14.4008,"(50.0149, 14.4008)",4091355
"Byt 3+kk 79 m² k prodeji Loosova, Praha 4 - Háje; 7 300 000 Kč (cena není k jednání, včetně provize, včetně právního servisu), balkón, výtah, cihlová stavba, osobní vlastnictví, novostavby.",3+kk,79,50.0258,14.5311,"(50.0259, 14.5311)",7300000
"Byt 2+1 55 m² k prodeji Praha 3 - Žižkov; 5 400 000 Kč, balkón, výtah, cihlová stavba, osobní vlastnictví, v dobrém stavu.",2+1,55,50.0807,14.4566,"(50.0807, 14.4567)",5400000
"Byt 3+1 94 m² k prodeji Korunní, Praha 2 - Vinohrady; 12 500 000 Kč (vč. provize RK), cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+1,94,50.0751,14.4427,"(50.0752, 14.4428)",12500000
"Byt 3+kk 51 m² k prodeji Vojtěšská, Praha 1 - Nové Město; 7 990 000 Kč, cihlová stavba, osobní vlastnictví, po rekonstrukci.",3+kk,51,50.0780,14.4152,"(50.078, 14.4152)",7990000
"Byt 1+kk 28 m² k prodeji Řehořova, Praha 3 - Žižkov; 4 990 000 Kč, terasa, cihlová stavba, osobní vlastnictví, po rekonstrukci.",1+kk,28,50.0862,14.4443,"(50.0862, 14.4444)",4990000
"Byt 3+kk 50 m² k prodeji Betlémská, Praha 1 - Staré Město; 9 490 000 Kč, cihlová stavba, osobní vlastnictví, po rekonstrukci.",3+kk,50,50.0838,14.4151,"(50.0838, 14.4151)",9490000
"Byt 3+kk 46 m² k prodeji Karlova, Praha 1 - Staré Město; 9 990 000 Kč, cihlová stavba, osobní vlastnictví, po rekonstrukci.",3+kk,46,50.0859,14.4176,"(50.086, 14.4176)",9990000
"Byt 2+kk 70 m² k prodeji Komořanská, Praha; 5 929 429 Kč (Stačí Vám 15% z ceny.), terasa, garáž, výtah, cihlová stavba, osobní vlastnictví, ve výstavbě.",2+kk,70,49.9871,14.4076,"(49.9871, 14.4076)",5929429
"Byt 2+kk 52 m² k prodeji Brichtova, Praha 5 - Hlubočepy; 4 990 000 Kč (Cena je včetně provize a právního servisu. Větší část vnitřního vybavení je též v ceně.), lodžie, výtah, panelová stavba, osobní vlastnictví, ve velmi dobrém stavu.",2+kk,52,50.0325,14.3748,"(50.0326, 14.3748)",4990000
"Byt 2+kk 47 m² k prodeji Na úspěchu, Praha 4 - Nusle; 4 800 000 Kč (včetně provize RK a právního servisu), cihlová stavba, osobní vlastnictví, po rekonstrukci.",2+kk,47,50.0550,14.4417,"(50.055, 14.4417)",4800000
"Byt 1+kk 24 m² k prodeji Vavřenova, Praha 4 - Braník; 2 720 000 Kč, výtah, panelová stavba, osobní vlastnictví, po rekonstrukci.",1+kk,24,50.0224,14.4278,"(50.0224, 14.4279)",2720000
"Byt 4+kk 121 m² k prodeji Křižíkova, Praha 8 - Karlín; 16 000 000 Kč (Od listopadu plánujeme zdražení bytu !!), balkón, parkovací místo, výtah, bezbariérový, smíšená stavba, osobní vlastnictví, novostavby.",4+kk,121,50.0932,14.4539,"(50.0933, 14.454)",16000000
"Byt 3+kk 105 m² k prodeji Křižíkova, Praha 8 - Karlín; 13 750 000 Kč (Od listopadu plánujeme zdražení bytu !!), balkón, výtah, bezbariérový, smíšená stavba, osobní vlastnictví, novostavby.",3+kk,105,50.0932,14.4539,"(50.0933, 14.454)",13750000
"Byt 1+kk 22 m² k prodeji U Pernštejnských, Praha 4 - Nusle; 3 450 000 Kč, výtah, cihlová stavba, osobní vlastnictví, v dobrém stavu.",1+kk,22,50.0631,14.4467,"(50.0632, 14.4468)",3450000
"Byt 3+1 128 m² k prodeji Za Poříčskou bránou, Praha 8 - Karlín; 13 500 000 Kč (Nesplacená anuita ve výši 1,6 mil. Kč), balkón, výtah, cihlová stavba, družstevní vlastnictví, v dobrém stavu.",3+1,128,50.0908,14.4415,"(50.0909, 14.4416)",13500000
"Byt 4+1 122 m² k prodeji Sluneční náměstí, Praha 5 - Stodůlky; 11 000 000 Kč (Včetně provize a všech poplatků), terasa, parkovací místo, garáž, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",4+1,122,50.0500,14.3419,"(50.05, 14.3419)",11000000
"Byt 4+kk 113 m² k prodeji U Pergamenky, Praha 7 - Holešovice; 10 749 435 Kč (Uvedená cena nezahrnuje garážové stání, parkovací stání a případně komoru, sklep.), lodžie, parkovací místo, výtah, cihlová stavba, osobní vlastnictví, novostavby.",4+kk,113,50.1097,14.4463,"(50.1098, 14.4463)",10749435
"Byt 4+kk 103 m² k prodeji Hugo Haase, Praha 5 - Hlubočepy; 8 904 688 Kč (Uvedená cena nezahrnuje garážové stání, parkovací stání a případně komoru, sklep.), lodžie, parkovací místo, výtah, cihlová stavba, družstevní vlastnictví, novostavby.",4+kk,103,50.0290,14.3622,"(50.029, 14.3623)",8904688
"Byt 3+kk 103 m² k prodeji Hugo Haase, Praha 5 - Hlubočepy; 9 708 609 Kč (Uvedená cena nezahrnuje garážové stání, parkovací stání a případně komoru, sklep.), terasa, parkovací místo, výtah, cihlová stavba, družstevní vlastnictví, novostavby.",3+kk,103,50.0290,14.3622,"(50.029, 14.3623)",9708609
"Byt 1+kk 30 m² k prodeji Příčná, Praha 1 - Nové Město; 3 990 000 Kč, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",1+kk,30,50.0778,14.4228,"(50.0778, 14.4228)",3990000
"Byt 1+kk 24 m² k prodeji Zemědělská, Praha 6 - Dejvice; 2 980 000 Kč, cihlová stavba, družstevní vlastnictví, ve velmi dobrém stavu.",1+kk,24,50.1084,14.3914,"(50.1085, 14.3914)",2980000
"Byt 2+kk 65 m² k prodeji Klicperova, Praha 5 - Smíchov; 7 937 000 Kč, balkón, výtah, cihlová stavba, osobní vlastnictví, ve výstavbě.",2+kk,65,50.0694,14.4025,"(50.0694, 14.4026)",7937000
"Byt 2+kk 44 m² k prodeji Klicperova, Praha 5 - Smíchov; 5 650 000 Kč, balkón, výtah, cihlová stavba, osobní vlastnictví, ve výstavbě.",2+kk,44,50.0694,14.4025,"(50.0694, 14.4026)",5650000
"Byt 3+kk 100 m² k prodeji Klicperova, Praha 5 - Smíchov; 11 955 000 Kč, balkón, výtah, cihlová stavba, osobní vlastnictví, ve výstavbě.",3+kk,100,50.0694,14.4025,"(50.0694, 14.4026)",11955000
"Byt 2+kk 58 m² k prodeji Klicperova, Praha 5 - Smíchov; 6 958 000 Kč, balkón, výtah, cihlová stavba, osobní vlastnictví, ve výstavbě.",2+kk,58,50.0694,14.4025,"(50.0694, 14.4026)",6958000
"Byt 3+kk 99 m² k prodeji Klicperova, Praha 5 - Smíchov; 11 452 000 Kč, balkón, výtah, cihlová stavba, osobní vlastnictví, ve výstavbě.",3+kk,99,50.0694,14.4025,"(50.0694, 14.4026)",11452000
"Byt 2+kk 56 m² k prodeji Klicperova, Praha 5 - Smíchov; 6 990 000 Kč, balkón, výtah, cihlová stavba, osobní vlastnictví, ve výstavbě.",2+kk,56,50.0694,14.4025,"(50.0694, 14.4026)",6990000
"Byt 3+kk 93 m² k prodeji Sokolovská, Praha 8 - Karlín; 8 845 200 Kč, výtah, smíšená stavba, osobní vlastnictví, ve výstavbě.",3+kk,93,50.0920,14.4416,"(50.092, 14.4417)",8845200
"Byt 3+kk 83 m² k prodeji Sokolovská, Praha 8 - Karlín; 8 601 620 Kč, výtah, smíšená stavba, osobní vlastnictví, ve výstavbě.",3+kk,83,50.0920,14.4416,"(50.092, 14.4417)",8601620
"Byt 2+kk 70 m² k prodeji Hřibská, Praha 10 - Strašnice; 6 990 000 Kč (včetně poplatků, včetně provize, včetně právního servisu), lodžie, výtah, panelová stavba, osobní vlastnictví, v dobrém stavu.",2+kk,70,50.0800,14.4921,"(50.0801, 14.4921)",6990000
"Byt 4+kk 143 m² k prodeji Růžová, Praha 1 - Nové Město; 17 850 000 Kč (Při výběru dvou a více bytů z naší nabídky bude cena upravena.), výtah, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",4+kk,143,50.0836,14.4302,"(50.0836, 14.4303)",17850000
"Byt 3+1 82 m² k prodeji Petrské náměstí, Praha 1 - Nové Město; 12 220 000 Kč, výtah, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+1,82,50.0913,14.4317,"(50.0913, 14.4317)",12220000
"Byt 2+kk 44 m² k prodeji Hradecká, Praha 3 - Vinohrady; 4 990 000 Kč (včetně právního servisu, advokátní úschovy a provize RK), výtah, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",2+kk,44,50.0768,14.4636,"(50.0768, 14.4637)",4990000
"Byt 2+1 71 m² k prodeji Sokolovská, Praha 8 - Karlín; 5 990 000 Kč (+ anuita 900.000, + provize RK), balkón, výtah, cihlová stavba, družstevní vlastnictví, ve velmi dobrém stavu.",2+1,71,50.0937,14.4492,"(50.0937, 14.4492)",5990000
"Byt 3+kk 85 m² k prodeji Ječná, Praha 2 - Nové Město; 8 900 000 Kč (Možnost odpočtu DPH), cihlová stavba, osobní vlastnictví, novostavby.",3+kk,85,50.0756,14.4285,"(50.0756, 14.4285)",8900000
"Byt 5+kk 182 m² k prodeji Trnkovo náměstí, Praha 5 - Hlubočepy; 15 850 000 Kč, balkón, terasa, garáž, výtah, smíšená stavba, osobní vlastnictví, v dobrém stavu.",5+kk,182,50.0307,14.3686,"(50.0307, 14.3687)",15850000
"Byt 3+kk 67 m² k prodeji Pod Děkankou, Praha 4 - Nusle; 6 490 000 Kč, terasa, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+kk,67,50.0558,14.4302,"(50.0559, 14.4303)",6490000
"Byt 2+1 57 m² k prodeji Anastázova, Praha 6 - Břevnov; 4 890 000 Kč, výtah, panelová stavba, družstevní vlastnictví, ve velmi dobrém stavu.",2+1,57,50.0858,14.3640,"(50.0858, 14.3641)",4890000
"Byt 4+kk 110 m² k prodeji Dělnická, Praha 7 - Holešovice; 12 987 261 Kč, terasa, výtah, nízkoenergetický, smíšená stavba, osobní vlastnictví, novostavby.",4+kk,110,50.1034,14.4545,"(50.1034, 14.4546)",12987261
"Byt 1+kk 27 m² k prodeji Křižíkova, Praha - Praha 8; 4 658 000 Kč, balkón, výtah, nízkoenergetický, smíšená stavba, osobní vlastnictví, novostavby.",1+kk,27,50.0924,14.4511,"(50.0925, 14.4511)",4658000
"Byt 2+1 67 m² k prodeji U Půjčovny, Praha 1 - Nové Město; 9 500 000 Kč, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",2+1,67,50.0839,14.4308,"(50.084, 14.4308)",9500000
"Byt 2+kk 47 m² k prodeji Elišky Krásnohorské, Praha 1 - Josefov; 12 000 000 Kč, výtah, cihlová stavba, osobní vlastnictví, po rekonstrukci.",2+kk,47,50.0905,14.4197,"(50.0906, 14.4198)",12000000
"Byt 2+1 67 m² k prodeji Nučická, Praha 10 - Strašnice; 4 990 000 Kč (Cena obsahuje provizi a právní servis.), parkovací místo, panelová stavba, družstevní vlastnictví, ve velmi dobrém stavu.",2+1,67,50.0674,14.4988,"(50.0674, 14.4988)",4990000
"Byt 3+kk 106 m² k prodeji Křižíkova, Praha 8 - Karlín; 13 800 000 Kč (včetně DPH), lodžie, výtah, bezbariérový, smíšená stavba, osobní vlastnictví, novostavby.",3+kk,106,50.0920,14.4496,"(50.0921, 14.4496)",13800000
"Byt 2+kk 51 m² k prodeji Šenovská, Praha 8 - Ďáblice; 5 031 451 Kč (včetně DPH), balkón, výtah, bezbariérový, smíšená stavba, osobní vlastnictví, novostavby.",2+kk,51,50.1470,14.4731,"(50.147, 14.4731)",5031451
"Byt 3+1 69 m² k prodeji Přímětická, Praha 4 - Michle; 5 680 000 Kč (včetně provize, včetně právního servisu), výtah, panelová stavba, osobní vlastnictví, v dobrém stavu.",3+1,69,50.0473,14.4474,"(50.0473, 14.4474)",5680000
"Byt 2+kk 57 m² k prodeji Prvního pluku, Praha 8 - Karlín; 6 340 000 Kč, terasa, cihlová stavba, osobní vlastnictví, po rekonstrukci.",2+kk,57,50.0910,14.4421,"(50.0911, 14.4422)",6340000
"Byt 3+1 119 m² k prodeji Ke Kamýku, Praha 4 - Kamýk; 10 990 000 Kč, parkovací místo, smíšená stavba, osobní vlastnictví, novostavby.",3+1,119,50.0159,14.4476,"(50.0159, 14.4477)",10990000
"Byt 4+kk 134 m² k prodeji Na Václavce, Praha 5 - Smíchov; 12 000 000 Kč, balkón, terasa, lodžie, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",4+kk,134,50.0657,14.3958,"(50.0657, 14.3959)",12000000
"Byt 3+kk 63 m² k prodeji Bohúňova, Praha 4 - Chodov; 5 175 000 Kč, lodžie, parkovací místo, výtah, panelová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+kk,63,50.0247,14.5223,"(50.0248, 14.5224)",5175000
"Byt 3+kk 55 m² k prodeji Kotlaska, Praha 8 - Libeň; 5 650 000 Kč, cihlová stavba, družstevní vlastnictví, ve velmi dobrém stavu.",3+kk,55,50.1059,14.4782,"(50.1059, 14.4782)",5650000
"Byt 1+kk 39 m² k prodeji Na Rokytce, Praha 8 - Libeň; 3 750 000 Kč, cihlová stavba, osobní vlastnictví, v dobrém stavu.",1+kk,39,50.1102,14.4753,"(50.1103, 14.4754)",3750000
"Byt 4+kk 103 m² k prodeji Přemyšlenská, Praha 8 - Kobylisy; 9 450 000 Kč (při rychlém jednání sleva), cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",4+kk,103,50.1275,14.4547,"(50.1275, 14.4548)",9450000
"Byt 3+kk 81 m² k prodeji Dlouhá, Praha 1 - Staré Město; 13 600 000 Kč (cena včetně odměny, daň z nabytí nemovitosti zrušena), balkón, výtah, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+kk,81,50.0901,14.4243,"(50.0901, 14.4243)",13600000
"Byt 1+kk 42 m² k prodeji K Závěrce, Praha 5 - Smíchov; 5 337 141 Kč, garáž, výtah, smíšená stavba, osobní vlastnictví, novostavby.",1+kk,42,50.0565,14.4014,"(50.0565, 14.4014)",5337141
"Byt 2+kk 47 m² k prodeji Beranových, Praha 9 - Letňany; 4 900 000 Kč, balkón, parkovací místo, smíšená stavba, osobní vlastnictví, ve velmi dobrém stavu.",2+kk,47,50.1355,14.5140,"(50.1355, 14.5141)",4900000
"Byt 2+kk 59 m² k prodeji Naskové, Praha 5 - Košíře; 8 083 140 Kč (Uvedená cena obsahuje veškeré poplatky za služby RE/MAX), výtah, panelová stavba, osobní vlastnictví, novostavby.",2+kk,59,50.0617,14.3613,"(50.0617, 14.3614)",8083140
"Byt 2+1 50 m² k prodeji Sokolovská, Praha 9 - Libeň; 4 699 999 Kč (Cena na vyžádání), výtah, panelová stavba, osobní vlastnictví, v dobrém stavu.",2+1,50,50.0992,14.4688,"(50.0993, 14.4689)",4699999
"Byt 4+kk 90 m² k prodeji Žichlínská, Praha 9 - Újezd nad Lesy; 5 450 000 Kč, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",4+kk,90,50.0713,14.6854,"(50.0714, 14.6855)",5450000
"Byt 2+kk 45 m² k prodeji Boloňská, Praha 10 - Horní Měcholupy; 3 200 000 Kč (cena včetně provize RK), výtah, panelová stavba, družstevní vlastnictví, po rekonstrukci.",2+kk,45,50.0477,14.5590,"(50.0478, 14.5591)",3200000
"Byt 3+kk 80 m² k prodeji U Mlýnského kanálu, Praha; 10 315 000 Kč, balkón, parkovací místo, garáž, výtah, cihlová stavba, osobní vlastnictví, novostavby.",3+kk,80,50.0955,14.4506,"(50.0955, 14.4507)",10315000
"Byt 3+kk 65 m² k prodeji Přecechtělova, Praha 5 - Stodůlky; 3 200 000 Kč, výtah, panelová stavba, družstevní vlastnictví, ve velmi dobrém stavu.",3+kk,65,50.0366,14.3370,"(50.0366, 14.337)",3200000
"Byt 1+kk 24 m² k prodeji Hostýnská, Praha 10 - Malešice; 2 890 000 Kč, výtah, panelová stavba, družstevní vlastnictví, ve velmi dobrém stavu.",1+kk,24,50.0822,14.4937,"(50.0823, 14.4937)",2890000
"Byt 2+kk 56 m² k prodeji Čestmírova, Praha 4 - Nusle; 4 199 000 Kč (Cena vč. kuchyňské linky, plovoucích podlah a posuvných dveří., včetně poplatků, včetně provize), výtah, cihlová stavba, osobní vlastnictví, po rekonstrukci.",2+kk,56,50.0641,14.4433,"(50.0642, 14.4433)",4199000
"Byt 5+kk 135 m² k prodeji Libušská, Praha 4 - Písnice; 9 500 000 Kč, terasa, parkovací místo, cihlová stavba, osobní vlastnictví, novostavby.",5+kk,135,49.9905,14.4691,"(49.9906, 14.4692)",9500000
"Byt 6 pokojů a více 296 m² k prodeji Lidická, Praha 5 - Smíchov; 25 200 000 Kč (včetně provize), balkón, výtah, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",6-a-vice,296,50.0723,14.4068,"(50.0723, 14.4069)",25200000
"Byt 4+kk 95 m² k prodeji Olgy Havlové, Praha 3 - Žižkov; 9 300 000 Kč (v ceně skl.kóje, cena GS: 660000 Kč vč.DPH), lodžie, výtah, smíšená stavba, osobní vlastnictví, ve výstavbě.",4+kk,95,50.0878,14.4783,"(50.0879, 14.4783)",9300000
"Byt 4+kk 95 m² k prodeji Olgy Havlové, Praha 3 - Žižkov; 8 844 000 Kč (v ceně skl.kóje, cena GS: 660 000 Kč vč.DPH), lodžie, výtah, smíšená stavba, osobní vlastnictví, ve výstavbě.",4+kk,95,50.0878,14.4783,"(50.0879, 14.4783)",8844000
"Byt 3+kk 97 m² k prodeji Ke Kapslovně, Praha 3 - Žižkov; 11 490 000 Kč, terasa, parkovací místo, garáž, skeletová stavba, osobní vlastnictví, novostavby.",3+kk,97,50.0850,14.4692,"(50.085, 14.4693)",11490000
"Byt 4+1 178 m² k prodeji Vítkova, Praha - Karlín; 12 950 000 Kč (Cena včetně provize a právního servisu., včetně provize, cena k jednání), cihlová stavba, osobní vlastnictví, v dobrém stavu.",4+1,178,50.0913,14.4452,"(50.0914, 14.4452)",12950000
"Byt 5+kk 136 m² k prodeji Pod novým lesem, Praha 6 - Veleslavín; 16 990 000 Kč (včetně právního servisu a provize RK), terasa, parkovací místo, garáž, výtah, cihlová stavba, osobní vlastnictví, po rekonstrukci.",5+kk,136,50.0924,14.3592,"(50.0924, 14.3592)",16990000
"Byt 3+kk 101 m² k prodeji Olšanská, Praha 3 - Žižkov; 12 280 000 Kč, lodžie, parkovací místo, garáž, výtah, bezbariérový, nízkoenergetický, cihlová stavba, osobní vlastnictví, novostavby.",3+kk,101,50.0831,14.4669,"(50.0832, 14.4669)",12280000
"Byt 1+kk 28 m² k prodeji Perucká, Praha 2 - Vinohrady; 4 296 000 Kč (U této jednotky je možnost odpočtu 21 % DPH. Prodává přímý majitel, neplatíte provizi! Uvedená cena je včetně veškerého vybavení jednotky, které je vi), výtah, skeletová stavba, osobní vlastnictví, po rekonstrukci.",1+kk,28,50.0691,14.4375,"(50.0692, 14.4376)",4296000
"Byt 2+kk 37 m² k prodeji Perucká, Praha 2 - Vinohrady; 4 806 000 Kč (U této jednotky je možnost odpočtu 21 % DPH. Prodává přímý majitel, neplatíte provizi! Možnost dokoupit parkovací stání a část pochozí střechy!! S ohl), výtah, panelová stavba, osobní vlastnictví, po rekonstrukci.",2+kk,37,50.0691,14.4375,"(50.0692, 14.4376)",4806000
"Byt 2+kk 50 m² k prodeji Dukelská, Praha - Vršovice; 5 209 000 Kč (Cena bytu po rekonstrukci), cihlová stavba, osobní vlastnictví, po rekonstrukci.",2+kk,50,50.0728,14.4714,"(50.0729, 14.4714)",5209000
"Byt 2+kk 58 m² k prodeji Dukelská, Praha - Vršovice; 6 220 800 Kč (Cena bytu po rekonstrukci), cihlová stavba, osobní vlastnictví, po rekonstrukci.",2+kk,58,50.0728,14.4714,"(50.0729, 14.4714)",6220800
"Byt 2+kk 36 m² k prodeji Dukelská, Praha - Vršovice; 5 311 000 Kč (Cena bytu po rekonstrukci), terasa, cihlová stavba, osobní vlastnictví, po rekonstrukci.",2+kk,36,50.0728,14.4714,"(50.0729, 14.4714)",5311000
"Byt 2+kk 43 m² k prodeji Dukelská, Praha - Vršovice; 3 919 800 Kč (Cena bytu po rekonstrukci), cihlová stavba, osobní vlastnictví, po rekonstrukci.",2+kk,43,50.0728,14.4714,"(50.0729, 14.4714)",3919800
"Byt 2+kk 78 m² k prodeji Dukelská, Praha - Vršovice; 8 520 000 Kč (Cena bytu po rekonstrukci, cena k jednání), balkón, cihlová stavba, osobní vlastnictví, po rekonstrukci.",2+kk,78,50.0728,14.4714,"(50.0729, 14.4714)",8520000
"Byt 3+kk 85 m² k prodeji Železnobrodská, Praha 9 - Kbely; 6 990 000 Kč, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+kk,85,50.1336,14.5494,"(50.1337, 14.5495)",6990000
"Byt 3+1 100 m² k prodeji Šumavská, Praha 2 - Vinohrady; 11 450 000 Kč (Měsíční zúčtovatelné poplatky 2.294,-Kč + plyn a elektrika podle vlastní spotřeby, včetně poplatků, včetně provize, včetně právního servisu), cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+1,100,50.0742,14.4440,"(50.0742, 14.4441)",11450000
"Byt 2+kk 69 m² k prodeji 5. května, Praha 4 - Nusle; 6 840 000 Kč, balkón, výtah, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",2+kk,69,50.0441,14.4601,"(50.0441, 14.4601)",6840000
"Byt 2+kk 64 m² k prodeji Kamýcká, Praha 6 - Suchdol; 9 990 000 Kč, terasa, parkovací místo, výtah, bezbariérový, cihlová stavba, osobní vlastnictví, ve výstavbě.",2+kk,64,50.1323,14.3784,"(50.1323, 14.3784)",9990000
"Byt 2+kk 45 m² k prodeji Zelená, Praha 6 - Bubeneč; 5 690 000 Kč, balkón, lodžie, výtah, cihlová stavba, osobní vlastnictví, po rekonstrukci.",2+kk,45,50.1071,14.3922,"(50.1071, 14.3922)",5690000
